time,id,age,gender,education,employment_status,province,migration_stage,time_in_current_stage,behavioral_attitude,subjective_norm,perceived_behavioral_control,actual_behavioral_control,V_score,has_family_abroad
3,79,27.94802185452123,female,7,unemployed,48,stay,1.0,0.46507572464227565,0.45,0.2734977324856851,0.0,0.350819012624114,true
3,80,59.3307678288747,female,15,white_collar,58,assessment,2.0,0.4599109050271495,0.15000000000000002,0.6203970276140285,0.0,0.30505664087527135,false
3,81,19.59323434324345,female,15,underemployed,70,never_consider,3.0,0.4599109050271495,0.45,0.47077316450006335,0.0,0.0,true
3,82,19.655336964317133,female,4,self_employment,12,never_consider,3.0,0.4599109050271495,0.15000000000000002,0.40338108653342464,0.0,0.0,false
3,83,30.810570420253896,male,0,underemployed,15,stay,0.0,0.4599109050271495,0.15000000000000002,0.31495525780935374,0.0,0.21735521312221398,false
3,84,29.23108942650421,male,7,underemployed,62,stay,1.0,0.46507572464227565,0.15000000000000002,0.33173606401893807,0.0,0.2230704140015899,false
3,85,24.11413436890392,male,19,blue_collar,74,stay,1.0,0.46507572464227565,0.15000000000000002,0.6229820572497082,0.0,0.3056915252136641,false
3,86,47.86430646285812,female,4,white_collar,11,stay,1.0,0.46507572464227565,0.15000000000000002,0.4726566331183226,0.0,0.2662677129652568,false
3,87,47.45826492907654,female,10,blue_collar,17,stay,0.0,0.4599109050271495,0.45,0.48738559997671427,0.0,0.4683198906618439,true
3,88,23.271461137443946,female,9,blue_collar,74,stay,0.0,0.4599109050271495,0.15000000000000002,0.3348670418152029,0.0,0.22412062884143538,false
3,89,29.245745010966928,female,3,blue_collar,80,assessment,2.0,0.4599109050271495,0.15000000000000002,0.33816427626966394,0.0,0.22522131657649458,false
3,90,31.098918557293516,male,11,unemployed,53,assessment,2.0,0.4599109050271495,0.15000000000000002,0.3741014996440134,0.0,0.23688652335369778,false
3,91,49.21770473686962,male,11,self_employment,19,stay,0.0,0.4599109050271495,0.15000000000000002,0.42160933265241063,0.0,0.25147842829527467,false
3,92,27.842830657970172,male,11,blue_collar,72,stay,1.0,0.46507572464227565,0.15000000000000002,0.4339188467912971,0.0,0.255123160490565,false
3,93,25.16678559445045,male,0,blue_collar,3,stay,1.0,0.46507572464227565,0.15000000000000002,0.2511025624829665,0.0,0.1940757181422884,false
3,94,34.11214569986499,male,11,blue_collar,40,assessment,2.0,0.4599109050271495,0.15000000000000002,0.42076624011548924,0.0,0.2512268616556028,false
3,95,41.67264577154714,male,4,blue_collar,32,assessment,2.0,0.4599109050271495,0.15000000000000002,0.24089910021397107,0.0,0.1900917279423165,false
3,96,48.92917592526913,male,7,unemployed,36,stay,1.0,0.46507572464227565,0.15000000000000002,0.23314095394295628,0.0,0.18700573010323357,false
3,97,39.28739197534497,female,3,white_collar,64,assessment,2.0,0.4599109050271495,0.15000000000000002,0.3948704073604634,0.0,0.2433732957907862,false
3,98,39.88965204589808,female,6,blue_collar,55,stay,1.0,0.46507572464227565,0.15000000000000002,0.3004718270510822,0.0,0.2122987848709039,false
3,99,24.448373270469805,male,19,blue_collar,23,stay,0.0,0.4599109050271495,0.15000000000000002,0.5158670068946369,0.0,0.2781727000160072,false
3,100,30.394730864367133,male,8,blue_collar,9,stay,0.0,0.4599109050271495,0.15000000000000002,0.46403607943258607,0.0,0.2638283758712999,false
4,1,34.15448810961324,male,12,unemployed,4,stay,1.0,0.4599109050271495,0.45,0.31956561702343567,0.0,0.3792156743339416,true
4,2,31.9799917213081,female,8,self_employment,9,stay,0.0,0.4530773740181705,0.15000000000000002,0.3430255931422296,0.0,0.22683438665981498,false
4,3,25.377809654639137,female,2,self_employment,3,stay,1.0,0.4599109050271495,0.15000000000000002,0.33271025814774186,0.0,0.22339771422770038,false
4,4,49.69652205676188,female,6,unemployed,34,stay,2.0,0.46507572464227565,0.15000000000000002,0.21535183403867572,0.0,0.17972972794115435,false
4,5,23.57756463300133,male,19,blue_collar,8,stay,1.0,0.4599109050271495,0.15000000000000002,0.569541076112381,0.0,0.29228609514798537,false
4,6,28.366626772296094,male,4,white_collar,34,stay,2.0,0.46507572464227565,0.15000000000000002,0.4000717229487014,0.0,0.24497093387237845,false
4,7,43.27831232055966,male,16,white_collar,74,stay,2.0,0.46507572464227565,0.15000000000000002,0.690539092552518,0.0,0.3218398109042412,false
4,8,38.480629530644904,male,14,blue_collar,39,stay,0.0,0.4530773740181705,0.15000000000000002,0.5176123406149742,0.0,0.27864287375105457,false
4,9,44.7752792172849,female,10,unemployed,31,assessment,3.0,0.4530773740181705,0.15000000000000002,0.34973969091040624,0.0,0.22904356274857615,false
4,10,25.014789778572574,female,19,self_employment,3,stay,0.0,0.4530773740181705,0.45,0.5484326649570808,0.0,0.4967843588828923,true
4,11,46.941543923744376,male,2,self_employment,11,assessment,3.0,0.4530773740181705,0.15000000000000002,0.18889021918484583,0.0,0.16832567504016396,false
4,12,19.303673744397592,female,11,white_collar,66,stay,1.0,0.4599109050271495,0.15000000000000002,0.5168667554761928,0.0,0.2784421184401328,false
4,13,25.225546364563012,female,8,self_employment,37,stay,0.0,0.4530773740181705,0.45,0.43633195422809135,0.0,0.443113280553225,true
4,14,32.82822603966788,female,5,underemployed,51,stay,0.0,0.4530773740181705,0.15000000000000002,0.31756257149348655,0.0,0.21825303142000796,false
4,15,25.38262210825482,male,1,unemployed,25,assessment,3.0,0.4530773740181705,0.15000000000000002,0.23396989853546546,0.0,0.18733788933453857,false
4,16,23.533175285677235,male,9,underemployed,53,stay,1.0,0.4599109050271495,0.45,0.4445416992396539,0.0,0.4472625231984503,true
4,17,54.15634052293597,male,10,unemployed,10,stay,2.0,0.46507572464227565,0.15000000000000002,0.32585708897668886,0.0,0.22108496861275606,false
4,18,42.083213602332094,female,5,white_collar,64,assessment,3.0,0.4530773740181705,0.15000000000000002,0.3943617130956887,0.0,0.2432164816873094,false
4,19,32.0593880013411,male,4,white_collar,37,stay,2.0,0.46507572464227565,0.45,0.47454438801857146,0.0,0.4621092669578886,true
4,20,37.3797595733485,male,6,unemployed,76,stay,1.0,0.4599109050271495,0.15000000000000002,0.2718237921916969,0.0,0.20192466126938172,false
4,21,35.97335782851839,male,13,blue_collar,18,stay,2.0,0.46507572464227565,0.15000000000000002,0.4894916338424036,0.0,0.27096816247736655,false
4,22,45.49619774896085,female,6,unemployed,16,stay,2.0,0.46507572464227565,0.15000000000000002,0.2210311095572873,0.0,0.18208422895350684,false
4,23,30.518714734490878,female,15,underemployed,44,stay,2.0,0.46507572464227565,0.15000000000000002,0.5605943908473865,0.0,0.28998130737533406,false
4,24,20.430443849629597,female,4,underemployed,72,never_consider,4.0,0.4530773740181705,0.15000000000000002,0.34207164464489914,0.0,0.0,false
4,25,40.135174546461506,female,4,self_employment,70,assessment,3.0,0.4530773740181705,0.15000000000000002,0.39040810324926345,0.0,0.24199424680638487,false
4,26,21.632221506730225,male,10,blue_collar,14,never_consider,4.0,0.4530773740181705,0.45,0.3563870248916617,0.0,0.0,true
4,27,35.05255889357759,male,4,unemployed,38,stay,1.0,0.4599109050271495,0.45,0.2317507777424523,0.0,0.3229362940025533,true
4,28,34.01322911962664,female,3,self_employment,43,assessment,3.0,0.4530773740181705,0.15000000000000002,0.28197693365026844,0.0,0.20566122640775114,false
4,29,41.52489426700477,male,17,unemployed,60,stay,2.0,0.46507572464227565,0.15000000000000002,0.542505313737175,0.0,0.28526443357098735,false
4,30,49.44242054929787,female,6,blue_collar,12,stay,1.0,0.4599109050271495,0.15000000000000002,0.38727386879689796,0.0,0.24102091261866612,false
4,31,29.814627166048616,female,10,unemployed,30,stay,2.0,0.46507572464227565,0.15000000000000002,0.30620719944257435,0.0,0.2143153748950041,false
4,32,49.931747759083414,male,9,unemployed,27,stay,0.0,0.4530773740181705,0.15000000000000002,0.3692790884261468,0.0,0.23535476044457232,false
4,33,44.41523322503684,male,10,white_collar,60,stay,1.0,0.4599109050271495,0.15000000000000002,0.42881740364152976,0.0,0.2536190263884582,false
4,34,52.085117687862194,male,9,underemployed,47,stay,1.0,0.4599109050271495,0.15000000000000002,0.5057397983427123,0.0,0.2754287017567466,false
4,35,28.865366079784412,male,5,underemployed,53,stay,2.0,0.46507572464227565,0.15000000000000002,0.3573133449891548,0.0,0.23151026272796899,false
4,36,29.463863966829322,male,0,self_employment,4,stay,0.0,0.4530773740181705,0.45,0.20290342493027191,0.0,0.30216972253788493,true
4,37,29.24898695779241,male,16,underemployed,43,assessment,3.0,0.4530773740181705,0.15000000000000002,0.6161436834550057,0.0,0.3040091322941646,false
4,38,42.84462811646155,female,18,underemployed,25,assessment,3.0,0.4530773740181705,0.15000000000000002,0.5996370359357073,0.0,0.29990924525655444,false
4,39,38.63387461521499,male,15,blue_collar,72,stay,1.0,0.4599109050271495,0.15000000000000002,0.5991618646679776,0.0,0.2997903929417963,false
4,40,45.66587808497518,male,1,blue_collar,46,stay,2.0,0.46507572464227565,0.45,0.30906923185285684,0.0,0.37293585820323794,true
4,41,47.93431216042383,male,4,white_collar,33,stay,2.0,0.46507572464227565,0.15000000000000002,0.49199683628224833,0.0,0.2716606807072699,false
4,42,23.704026157276925,male,11,white_collar,59,never_consider,4.0,0.4530773740181705,0.45,0.5287369847456646,0.0,0.0,true
4,43,35.75174039883083,female,16,self_employment,69,stay,2.0,0.46507572464227565,0.45,0.5422662511741805,0.0,0.4939836161537964,true
4,44,35.32401931551011,female,13,white_collar,63,stay,2.0,0.46507572464227565,0.15000000000000002,0.5889673407989575,0.0,0.2972290381504533,false
4,45,47.281091756316606,male,5,white_collar,47,stay,2.0,0.46507572464227565,0.45,0.41386870243188334,0.0,0.4315563880819603,true
4,46,28.16286833189561,female,12,blue_collar,42,stay,1.0,0.4599109050271495,0.15000000000000002,0.456952593773181,0.0,0.26180696909359985,false
4,47,50.45203788847991,female,10,blue_collar,79,stay,1.0,0.4599109050271495,0.15000000000000002,0.3971238477220089,0.0,0.24406674734240497,false
4,48,50.50733048886317,female,0,white_collar,68,assessment,3.0,0.4530773740181705,0.15000000000000002,0.3147207007795474,0.0,0.21727426243559572,false
4,49,32.96055389979631,male,7,blue_collar,25,stay,2.0,0.46507572464227565,0.45,0.34349087990277727,0.0,0.39315505332661027,true
4,50,29.939280433730023,male,7,underemployed,22,assessment,3.0,0.4530773740181705,0.15000000000000002,0.49047097091918523,0.0,0.2712390931224291,false
4,51,22.320800962452928,male,12,underemployed,80,stay,2.0,0.46507572464227565,0.15000000000000002,0.42351175037899436,0.0,0.25204515975683633,false
4,52,37.434115966864,female,16,blue_collar,26,stay,2.0,0.46507572464227565,0.15000000000000002,0.5307320885071962,0.0,0.28215211017477687,false
4,53,28.197894253975804,female,8,self_employment,68,stay,2.0,0.46507572464227565,0.15000000000000002,0.3175443477773756,0.0,0.21824676897174525,false
4,54,24.291294695717568,female,12,white_collar,48,never_consider,4.0,0.4530773740181705,0.15000000000000002,0.605747925758762,0.0,0.0,false
4,55,20.43086439773286,male,15,self_employment,72,never_consider,4.0,0.4530773740181705,0.45,0.574769340128475,0.0,0.0,true
4,56,32.61205055372467,male,7,unemployed,38,stay,1.0,0.4599109050271495,0.15000000000000002,0.34292560353896,0.0,0.22680132391774965,false
4,57,42.706785904372545,male,14,white_collar,38,planning,0.0,0.4530773740181705,0.45,0.6480716903494713,0.0,0.539571566416002,true
4,58,44.436775348194594,male,19,underemployed,60,stay,2.0,0.46507572464227565,0.15000000000000002,0.6457153916770816,0.0,0.3112190687466985,false
4,59,35.70535552229161,male,3,white_collar,2,stay,2.0,0.46507572464227565,0.15000000000000002,0.3622534976553812,0.0,0.2331051793682568,false
4,60,46.92469207977294,male,10,self_employment,43,stay,1.0,0.4599109050271495,0.15000000000000002,0.451262454103964,0.0,0.26017180499737974,false
4,61,33.38960525211479,male,14,unemployed,76,stay,1.0,0.4599109050271495,0.15000000000000002,0.4792481055211404,0.0,0.2681179140381542,false
4,62,39.05936109588814,female,7,underemployed,17,stay,1.0,0.4599109050271495,0.15000000000000002,0.3488422943070316,0.0,0.22874952272311902,false
4,63,38.38188855229191,female,3,self_employment,1,stay,2.0,0.46507572464227565,0.15000000000000002,0.2920376020751093,0.0,0.20929797015562862,false
4,64,45.143104442395995,female,14,underemployed,23,stay,0.0,0.4530773740181705,0.15000000000000002,0.5866995163678113,0.0,0.2966562445915671,false
4,65,31.811559664884573,female,11,self_employment,9,assessment,3.0,0.4530773740181705,0.15000000000000002,0.45374925507764363,0.0,0.26088769281368285,false
4,66,27.365932191904534,male,14,unemployed,6,stay,0.0,0.4530773740181705,0.15000000000000002,0.37810536826113905,0.0,0.2381508035660826,false
4,67,39.684791009554054,male,17,underemployed,68,stay,2.0,0.46507572464227565,0.15000000000000002,0.5168705033984838,0.0,0.2784431279629156,false
4,68,41.955552215146966,female,6,blue_collar,26,assessment,3.0,0.4530773740181705,0.15000000000000002,0.3916881626092824,0.0,0.24239064419113285,false
4,69,40.44560913324141,male,12,blue_collar,56,assessment,3.0,0.4530773740181705,0.15000000000000002,0.536748301505216,0.0,0.2837467977366131,false
4,70,35.989009217775774,female,8,self_employment,38,assessment,3.0,0.4530773740181705,0.45,0.4313499404978815,0.0,0.4405762967115307,true
4,71,54.69901799099243,female,2,self_employment,33,stay,2.0,0.46507572464227565,0.15000000000000002,0.2821960923901995,0.0,0.20574113312249917,false
4,72,29.031162303879483,male,15,blue_collar,33,stay,0.0,0.4530773740181705,0.15000000000000002,0.5757266376046668,0.0,0.2938690110248102,false
4,73,34.846597568870806,female,7,white_collar,32,assessment,3.0,0.4530773740181705,0.15000000000000002,0.49169487524885325,0.0,0.2715773025996981,false
4,74,36.14108508266442,female,11,white_collar,43,stay,1.0,0.4599109050271495,0.15000000000000002,0.5314023231904917,0.0,0.2823302117708514,false
4,75,43.09600179989819,female,2,white_collar,15,stay,0.0,0.4530773740181705,0.45,0.42835154297598166,0.0,0.43904236052935913,true
4,76,20.891818415969627,female,4,blue_collar,40,never_consider,4.0,0.4530773740181705,0.15000000000000002,0.32138985306578266,0.0,0.0,false
4,77,53.744465855272466,male,16,self_employment,66,assessment,3.0,0.4530773740181705,0.15000000000000002,0.6109078993516867,0.0,0.30271469224792014,false
4,78,37.28139817652859,female,1,blue_collar,35,stay,0.0,0.4530773740181705,0.15000000000000002,0.3062507514364171,0.0,0.21433061544133766,false
4,79,28.03135518785456,female,7,unemployed,48,stay,2.0,0.46507572464227565,0.45,0.2734977324856851,0.0,0.350819012624114,true
4,80,59.414101162208034,female,15,white_collar,58,stay,0.0,0.4530773740181705,0.15000000000000002,0.6217436861619396,0.0,0.3053875454636141,false
4,81,19.67656767657678,female,15,underemployed,70,never_consider,4.0,0.4530773740181705,0.45,0.4721198230479745,0.0,0.0,true
4,82,19.738670297650465,female,4,self_employment,12,never_consider,4.0,0.4530773740181705,0.15000000000000002,0.4047277450813358,0.0,0.0,false
4,83,30.893903753587228,male,0,underemployed,15,stay,1.0,0.4599109050271495,0.15000000000000002,0.31495525780935374,0.0,0.21735521312221398,false
4,84,29.31442275983754,male,7,underemployed,62,stay,2.0,0.46507572464227565,0.15000000000000002,0.33173606401893807,0.0,0.2230704140015899,false
4,85,24.19746770223725,male,19,blue_collar,74,stay,2.0,0.46507572464227565,0.15000000000000002,0.6229820572497082,0.0,0.3056915252136641,false
4,86,47.94763979619145,female,4,white_collar,11,stay,2.0,0.46507572464227565,0.15000000000000002,0.4726566331183226,0.0,0.2662677129652568,false
4,87,47.54159826240988,female,10,blue_collar,17,stay,1.0,0.4599109050271495,0.45,0.48738559997671427,0.0,0.4683198906618439,true
4,88,23.35479447077728,female,9,blue_collar,74,stay,1.0,0.4599109050271495,0.15000000000000002,0.3348670418152029,0.0,0.22412062884143538,false
4,89,29.32907834430026,female,3,blue_collar,80,assessment,3.0,0.4530773740181705,0.15000000000000002,0.3395109348175751,0.0,0.2256693160858079,false
4,90,31.182251890626848,male,11,unemployed,53,stay,0.0,0.4530773740181705,0.15000000000000002,0.37544815819192456,0.0,0.2373125022597602,false
4,91,49.30103807020296,male,11,self_employment,19,stay,1.0,0.4599109050271495,0.15000000000000002,0.42160933265241063,0.0,0.25147842829527467,false
4,92,27.926163991303504,male,11,blue_collar,72,stay,2.0,0.46507572464227565,0.15000000000000002,0.4339188467912971,0.0,0.255123160490565,false
4,93,25.25011892778378,male,0,blue_collar,3,stay,2.0,0.46507572464227565,0.15000000000000002,0.2511025624829665,0.0,0.1940757181422884,false
4,94,34.195479033198325,male,11,blue_collar,40,assessment,3.0,0.4530773740181705,0.15000000000000002,0.4221128986634004,0.0,0.2516285651501237,false
4,95,41.755979104880474,male,4,blue_collar,32,assessment,3.0,0.4530773740181705,0.15000000000000002,0.24224575876188226,0.0,0.19062230670696004,false
4,96,49.01250925860246,male,7,unemployed,36,stay,2.0,0.46507572464227565,0.15000000000000002,0.23314095394295628,0.0,0.18700573010323357,false
4,97,39.3707253086783,female,3,white_collar,64,stay,0.0,0.4530773740181705,0.15000000000000002,0.3962170659083746,0.0,0.2437879404036553,false
4,98,39.97298537923142,female,6,blue_collar,55,stay,2.0,0.46507572464227565,0.15000000000000002,0.3004718270510822,0.0,0.2122987848709039,false
4,99,24.531706603803137,male,19,blue_collar,23,stay,1.0,0.4599109050271495,0.15000000000000002,0.5158670068946369,0.0,0.2781727000160072,false
4,100,30.478064197700466,male,8,blue_collar,9,stay,1.0,0.4599109050271495,0.15000000000000002,0.46403607943258607,0.0,0.2638283758712999,false
5,1,34.237821442946576,male,12,unemployed,4,stay,2.0,0.4599109050271495,0.45,0.31956561702343567,0.0,0.3792156743339416,true
5,2,32.06332505464143,female,8,self_employment,9,stay,1.0,0.4530773740181705,0.15000000000000002,0.3430255931422296,0.0,0.22683438665981498,false
5,3,25.46114298797247,female,2,self_employment,3,stay,2.0,0.4599109050271495,0.15000000000000002,0.33271025814774186,0.0,0.22339771422770038,false
5,4,49.779855390095214,female,6,unemployed,34,stay,3.0,0.46507572464227565,0.15000000000000002,0.21535183403867572,0.0,0.17972972794115435,false
5,5,23.660897966334662,male,19,blue_collar,8,stay,2.0,0.4599109050271495,0.15000000000000002,0.569541076112381,0.0,0.29228609514798537,false
5,6,28.449960105629426,male,4,white_collar,34,stay,3.0,0.46507572464227565,0.15000000000000002,0.4000717229487014,0.0,0.24497093387237845,false
5,7,43.36164565389299,male,16,white_collar,74,stay,3.0,0.46507572464227565,0.15000000000000002,0.690539092552518,0.0,0.3218398109042412,false
5,8,38.56396286397824,male,14,blue_collar,39,stay,1.0,0.4530773740181705,0.15000000000000002,0.5176123406149742,0.0,0.27864287375105457,false
5,9,44.85861255061823,female,10,unemployed,31,assessment,4.0,0.45779616627532005,0.15000000000000002,0.35115256015691654,0.0,0.22950573854162665,false
5,10,25.098123111905906,female,19,self_employment,3,stay,1.0,0.4530773740181705,0.45,0.5484326649570808,0.0,0.4967843588828923,true
5,11,47.02487725707771,male,2,self_employment,11,assessment,4.0,0.45779616627532005,0.15000000000000002,0.19030308843135613,0.0,0.1689540270745371,false
5,12,19.387007077730924,female,11,white_collar,66,stay,2.0,0.4599109050271495,0.15000000000000002,0.5168667554761928,0.0,0.2784421184401328,false
5,13,25.308879697896344,female,8,self_employment,37,stay,1.0,0.4530773740181705,0.45,0.43633195422809135,0.0,0.443113280553225,true
5,14,32.91155937300122,female,5,underemployed,51,stay,1.0,0.4530773740181705,0.15000000000000002,0.31756257149348655,0.0,0.21825303142000796,false
5,15,25.465955441588154,male,1,unemployed,25,assessment,4.0,0.45779616627532005,0.15000000000000002,0.23538276778197575,0.0,0.18790267472097455,false
5,16,23.616508619010567,male,9,underemployed,53,stay,2.0,0.4599109050271495,0.45,0.4445416992396539,0.0,0.4472625231984503,true
5,17,54.239673856269306,male,10,unemployed,10,stay,3.0,0.46507572464227565,0.15000000000000002,0.32585708897668886,0.0,0.22108496861275606,false
5,18,42.16654693566543,female,5,white_collar,64,assessment,4.0,0.45779616627532005,0.15000000000000002,0.395774582342199,0.0,0.24365177477566186,false
5,19,32.142721334674434,male,4,white_collar,37,stay,3.0,0.46507572464227565,0.45,0.47454438801857146,0.0,0.4621092669578886,true
5,20,37.46309290668184,male,6,unemployed,76,stay,2.0,0.4599109050271495,0.15000000000000002,0.2718237921916969,0.0,0.20192466126938172,false
5,21,36.056691161851724,male,13,blue_collar,18,stay,3.0,0.46507572464227565,0.15000000000000002,0.4894916338424036,0.0,0.27096816247736655,false
5,22,45.57953108229419,female,6,unemployed,16,stay,3.0,0.46507572464227565,0.15000000000000002,0.2210311095572873,0.0,0.18208422895350684,false
5,23,30.60204806782421,female,15,underemployed,44,stay,3.0,0.46507572464227565,0.15000000000000002,0.5605943908473865,0.0,0.28998130737533406,false
5,24,20.51377718296293,female,4,underemployed,72,never_consider,5.0,0.45779616627532005,0.15000000000000002,0.34348451389140944,0.0,0.0,false
5,25,40.21850787979484,female,4,self_employment,70,assessment,4.0,0.45779616627532005,0.15000000000000002,0.39182097249577374,0.0,0.2424317344622318,false
5,26,21.715554840063557,male,10,blue_collar,14,never_consider,5.0,0.45779616627532005,0.45,0.357799894138172,0.0,0.0,true
5,27,35.135892226910926,male,4,unemployed,38,stay,2.0,0.4599109050271495,0.45,0.2317507777424523,0.0,0.3229362940025533,true
5,28,34.09656245295997,female,3,self_employment,43,assessment,4.0,0.45779616627532005,0.15000000000000002,0.28338980289677873,0.0,0.20617582407866544,false
5,29,41.608227600338104,male,17,unemployed,60,stay,3.0,0.46507572464227565,0.15000000000000002,0.542505313737175,0.0,0.28526443357098735,false
5,30,49.52575388263121,female,6,blue_collar,12,stay,2.0,0.4599109050271495,0.15000000000000002,0.38727386879689796,0.0,0.24102091261866612,false
5,31,29.89796049938195,female,10,unemployed,30,stay,3.0,0.46507572464227565,0.15000000000000002,0.30620719944257435,0.0,0.2143153748950041,false
5,32,50.01508109241675,male,9,unemployed,27,stay,1.0,0.4530773740181705,0.15000000000000002,0.3692790884261468,0.0,0.23535476044457232,false
5,33,44.49856655837018,male,10,white_collar,60,stay,2.0,0.4599109050271495,0.15000000000000002,0.42881740364152976,0.0,0.2536190263884582,false
5,34,52.16845102119553,male,9,underemployed,47,stay,2.0,0.4599109050271495,0.15000000000000002,0.5057397983427123,0.0,0.2754287017567466,false
5,35,28.948699413117744,male,5,underemployed,53,stay,3.0,0.46507572464227565,0.15000000000000002,0.3573133449891548,0.0,0.23151026272796899,false
5,36,29.547197300162654,male,0,self_employment,4,stay,1.0,0.4530773740181705,0.45,0.20290342493027191,0.0,0.30216972253788493,true
5,37,29.332320291125743,male,16,underemployed,43,stay,0.0,0.45779616627532005,0.15000000000000002,0.617556552701516,0.0,0.30435749194857586,false
5,38,42.927961449794886,female,18,underemployed,25,stay,0.0,0.45779616627532005,0.15000000000000002,0.6010499051822176,0.0,0.30026236157289615,false
5,39,38.71720794854833,male,15,blue_collar,72,stay,2.0,0.4599109050271495,0.15000000000000002,0.5991618646679776,0.0,0.2997903929417963,false
5,40,45.74921141830852,male,1,blue_collar,46,stay,3.0,0.46507572464227565,0.45,0.30906923185285684,0.0,0.37293585820323794,true
5,41,48.017645493757165,male,4,white_collar,33,stay,3.0,0.46507572464227565,0.15000000000000002,0.49199683628224833,0.0,0.2716606807072699,false
5,42,23.787359490610257,male,11,white_collar,59,never_consider,5.0,0.45779616627532005,0.45,0.5301498539921748,0.0,0.0,true
5,43,35.83507373216417,female,16,self_employment,69,stay,3.0,0.46507572464227565,0.45,0.5422662511741805,0.0,0.4939836161537964,true
5,44,35.40735264884344,female,13,white_collar,63,stay,3.0,0.46507572464227565,0.15000000000000002,0.5889673407989575,0.0,0.2972290381504533,false
5,45,47.36442508964994,male,5,white_collar,47,stay,3.0,0.46507572464227565,0.45,0.41386870243188334,0.0,0.4315563880819603,true
5,46,28.24620166522894,female,12,blue_collar,42,stay,2.0,0.4599109050271495,0.15000000000000002,0.456952593773181,0.0,0.26180696909359985,false
5,47,50.53537122181324,female,10,blue_collar,79,stay,2.0,0.4599109050271495,0.15000000000000002,0.3971238477220089,0.0,0.24406674734240497,false
5,48,50.590663822196504,female,0,white_collar,68,assessment,4.0,0.45779616627532005,0.15000000000000002,0.3161335700260577,0.0,0.2177614187681295,false
5,49,33.043887233129645,male,7,blue_collar,25,stay,3.0,0.46507572464227565,0.45,0.34349087990277727,0.0,0.39315505332661027,true
5,50,30.022613767063355,male,7,underemployed,22,stay,0.0,0.45779616627532005,0.15000000000000002,0.49188384016569553,0.0,0.27162948298160555,false
5,51,22.40413429578626,male,12,underemployed,80,stay,3.0,0.46507572464227565,0.15000000000000002,0.42351175037899436,0.0,0.25204515975683633,false
5,52,37.517449300197335,female,16,blue_collar,26,stay,3.0,0.46507572464227565,0.15000000000000002,0.5307320885071962,0.0,0.28215211017477687,false
5,53,28.281227587309136,female,8,self_employment,68,stay,3.0,0.46507572464227565,0.15000000000000002,0.3175443477773756,0.0,0.21824676897174525,false
5,54,24.3746280290509,female,12,white_collar,48,never_consider,5.0,0.45779616627532005,0.15000000000000002,0.6071607950052723,0.0,0.0,false
5,55,20.514197731066194,male,15,self_employment,72,never_consider,5.0,0.45779616627532005,0.45,0.5761822093749853,0.0,0.0,true
5,56,32.69538388705801,male,7,unemployed,38,stay,2.0,0.4599109050271495,0.15000000000000002,0.34292560353896,0.0,0.22680132391774965,false
5,57,42.79011923770588,male,14,white_collar,38,planning,1.0,0.45779616627532005,0.45,0.6494845595959816,0.0,0.539571566416002,true
5,58,44.52010868152793,male,19,underemployed,60,stay,3.0,0.46507572464227565,0.15000000000000002,0.6457153916770816,0.0,0.3112190687466985,false
5,59,35.78868885562495,male,3,white_collar,2,stay,3.0,0.46507572464227565,0.15000000000000002,0.3622534976553812,0.0,0.2331051793682568,false
5,60,47.008025413106274,male,10,self_employment,43,stay,2.0,0.4599109050271495,0.15000000000000002,0.451262454103964,0.0,0.26017180499737974,false
5,61,33.47293858544813,male,14,unemployed,76,stay,2.0,0.4599109050271495,0.15000000000000002,0.4792481055211404,0.0,0.2681179140381542,false
5,62,39.14269442922148,female,7,underemployed,17,stay,2.0,0.4599109050271495,0.15000000000000002,0.3488422943070316,0.0,0.22874952272311902,false
5,63,38.46522188562525,female,3,self_employment,1,stay,3.0,0.46507572464227565,0.15000000000000002,0.2920376020751093,0.0,0.20929797015562862,false
5,64,45.22643777572933,female,14,underemployed,23,stay,1.0,0.4530773740181705,0.15000000000000002,0.5866995163678113,0.0,0.2966562445915671,false
5,65,31.894892998217905,female,11,self_employment,9,assessment,4.0,0.45779616627532005,0.15000000000000002,0.4551621243241539,0.0,0.2612935488078936,false
5,66,27.449265525237866,male,14,unemployed,6,stay,1.0,0.4530773740181705,0.15000000000000002,0.37810536826113905,0.0,0.2381508035660826,false
5,67,39.76812434288739,male,17,underemployed,68,stay,3.0,0.46507572464227565,0.15000000000000002,0.5168705033984838,0.0,0.2784431279629156,false
5,68,42.0388855484803,female,6,blue_collar,26,assessment,4.0,0.45779616627532005,0.15000000000000002,0.3931010318557927,0.0,0.24282741768253624,false
5,69,40.52894246657475,male,12,blue_collar,56,stay,0.0,0.45779616627532005,0.15000000000000002,0.5381611707517263,0.0,0.2841200021342372,false
5,70,36.07234255110911,female,8,self_employment,38,stay,0.0,0.45779616627532005,0.45,0.4327628097443918,0.0,0.4412972517305952,true
5,71,54.78235132432577,female,2,self_employment,33,stay,3.0,0.46507572464227565,0.15000000000000002,0.2821960923901995,0.0,0.20574113312249917,false
5,72,29.114495637212816,male,15,blue_collar,33,stay,1.0,0.4530773740181705,0.15000000000000002,0.5757266376046668,0.0,0.2938690110248102,false
5,73,34.92993090220414,female,7,white_collar,32,assessment,4.0,0.45779616627532005,0.15000000000000002,0.49310774449536354,0.0,0.2719672069833136,false
